family_id,video_id,title,candidate_family_hint,cluster_confidence,source_fidelity,underlying_inferred,expiry_requirement,primary_source,primary_revision,primary_partition_path,primary_parquet_file_count,independent_source,independent_revision,independent_parquet_file_count,archive_provenance_present,historical_lot_size,historical_expiry_rule,quote_quality,readiness_state,backtest_allowed
EIG056,mezwEBOn0bY,The Ratio Spread For 💪🏻 Alpha Sellers ,debit_spread|ratio_spread|strangle,REVIEW_REQUIRED,UNRESOLVED,UNKNOWN,MULTI_EXPIRY,thetrademarkk/india-index-options-1m,51ca58c,,0,,,0,YES,REQUIRES_DATED_NSE_CONTRACT_JOIN,REQUIRES_DATED_NSE_RULE_JOIN,OHLCV_PUBLIC; BID_ASK_NOT_VERIFIED,UNDERLYING_UNRESOLVED,NO
EIG057,851ZmXYon64,"The Ratio Spread ""War"" Machine Built For Violent Markets",ratio_spread,REVIEW_REQUIRED,UNRESOLVED,UNKNOWN,MULTI_EXPIRY,thetrademarkk/india-index-options-1m,51ca58c,,0,,,0,YES,REQUIRES_DATED_NSE_CONTRACT_JOIN,REQUIRES_DATED_NSE_RULE_JOIN,OHLCV_PUBLIC; BID_ASK_NOT_VERIFIED,UNDERLYING_UNRESOLVED,NO
EIG058,Y0EbZhLin44,🔥 The Weekly IronFly Most Traders Are Missing,iron_fly|straddle,REVIEW_REQUIRED,UNRESOLVED,UNKNOWN,WEEKLY_OR_INTRADAY,thetrademarkk/india-index-options-1m,51ca58c,,0,,,0,YES,REQUIRES_DATED_NSE_CONTRACT_JOIN,REQUIRES_DATED_NSE_RULE_JOIN,OHLCV_PUBLIC; BID_ASK_NOT_VERIFIED,UNDERLYING_UNRESOLVED,NO
EIG059,nEgtT3KQ1yg,This Hedge can be Better than Covered Call ,covered_call,REVIEW_REQUIRED,UNRESOLVED,STOCK,EXPIRY_UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,stocks_options,2638,,,0,YES,REQUIRES_DATED_NSE_CONTRACT_JOIN,REQUIRES_DATED_NSE_RULE_JOIN,OHLCV_PUBLIC; BID_ASK_NOT_VERIFIED,DATA_PARTIAL_INDEPENDENT_GAP,NO
EIG060,6HZUXkGns2A,This is why Retail Traders Miss Big Move (Right Way to Use PCR) ,iron_condor|iron_fly,REVIEW_REQUIRED,UNRESOLVED,UNKNOWN,EXPIRY_UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,,0,,,0,YES,REQUIRES_DATED_NSE_CONTRACT_JOIN,REQUIRES_DATED_NSE_RULE_JOIN,OHLCV_PUBLIC; BID_ASK_NOT_VERIFIED,UNDERLYING_UNRESOLVED,NO
EIG061,mgZ7FWdG3c8,Top 02 Intraday Indicators for Real Edge,unresolved,REVIEW_REQUIRED,UNRESOLVED,UNKNOWN,WEEKLY_OR_INTRADAY,thetrademarkk/india-index-options-1m,51ca58c,,0,,,0,YES,REQUIRES_DATED_NSE_CONTRACT_JOIN,REQUIRES_DATED_NSE_RULE_JOIN,OHLCV_PUBLIC; BID_ASK_NOT_VERIFIED,RULE_RECONSTRUCTION_REQUIRED,NO
EIG062,boRpz56uI6o,🏆 Top Iron-Fly Trick of All Time,debit_spread|iron_fly|leaps|ratio_spread,REVIEW_REQUIRED,UNRESOLVED,UNKNOWN,LEAPS_OR_LONG_DATED,thetrademarkk/india-index-options-1m,51ca58c,,0,,,0,YES,REQUIRES_DATED_NSE_CONTRACT_JOIN,REQUIRES_DATED_NSE_RULE_JOIN,OHLCV_PUBLIC; BID_ASK_NOT_VERIFIED,UNDERLYING_UNRESOLVED,NO
EIG063,3VaIprntqlA,Unique Sold Put Adjustment,credit_spread,REVIEW_REQUIRED,UNRESOLVED,UNKNOWN,EXPIRY_UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,,0,,,0,YES,REQUIRES_DATED_NSE_CONTRACT_JOIN,REQUIRES_DATED_NSE_RULE_JOIN,OHLCV_PUBLIC; BID_ASK_NOT_VERIFIED,UNDERLYING_UNRESOLVED,NO
EIG064,o6CSaHAq50c,Weekly Calendar Strategy Theta + Hedge,calendar|iron_fly|straddle,REVIEW_REQUIRED,UNRESOLVED,UNKNOWN,MULTI_EXPIRY,thetrademarkk/india-index-options-1m,51ca58c,,0,,,0,YES,REQUIRES_DATED_NSE_CONTRACT_JOIN,REQUIRES_DATED_NSE_RULE_JOIN,OHLCV_PUBLIC; BID_ASK_NOT_VERIFIED,UNDERLYING_UNRESOLVED,NO
EIG065,3dKrtjyX4hc,Weekly Cross Calendar ¦ Hedged Strategy ¦ #equityincome ,calendar|ratio_spread,REVIEW_REQUIRED,UNRESOLVED,UNKNOWN,MULTI_EXPIRY,thetrademarkk/india-index-options-1m,51ca58c,,0,,,0,YES,REQUIRES_DATED_NSE_CONTRACT_JOIN,REQUIRES_DATED_NSE_RULE_JOIN,OHLCV_PUBLIC; BID_ASK_NOT_VERIFIED,UNDERLYING_UNRESOLVED,NO
EIG066,gwPOZtHwLIc,Weekly Options Air Defense System  Built to Survive Gap Attacks,iron_condor|ratio_spread|strangle,REVIEW_REQUIRED,UNRESOLVED,UNKNOWN,MULTI_EXPIRY,thetrademarkk/india-index-options-1m,51ca58c,,0,,,0,YES,REQUIRES_DATED_NSE_CONTRACT_JOIN,REQUIRES_DATED_NSE_RULE_JOIN,OHLCV_PUBLIC; BID_ASK_NOT_VERIFIED,UNDERLYING_UNRESOLVED,NO
EIG067,q9aOvZcvMEI,🎅Weekly Options Selling with Christmas Tree Options Strategy ,ratio_spread|straddle|strangle,REVIEW_REQUIRED,UNRESOLVED,UNKNOWN,MULTI_EXPIRY,thetrademarkk/india-index-options-1m,51ca58c,,0,,,0,YES,REQUIRES_DATED_NSE_CONTRACT_JOIN,REQUIRES_DATED_NSE_RULE_JOIN,OHLCV_PUBLIC; BID_ASK_NOT_VERIFIED,UNDERLYING_UNRESOLVED,NO
EIG068,QlQVLenJ_Rc,Weekly Options Selling with ⚔️ Triple Confirmation Method ⚔️,straddle|strangle,REVIEW_REQUIRED,UNRESOLVED,UNKNOWN,WEEKLY_OR_INTRADAY,thetrademarkk/india-index-options-1m,51ca58c,,0,,,0,YES,REQUIRES_DATED_NSE_CONTRACT_JOIN,REQUIRES_DATED_NSE_RULE_JOIN,OHLCV_PUBLIC; BID_ASK_NOT_VERIFIED,UNDERLYING_UNRESOLVED,NO
EIG069,mQ0A07NzKmY,When VIX is Low - This Calendar Speaks Loudest,calendar|straddle|strangle,REVIEW_REQUIRED,UNRESOLVED,UNKNOWN,MULTI_EXPIRY,thetrademarkk/india-index-options-1m,51ca58c,,0,,,0,YES,REQUIRES_DATED_NSE_CONTRACT_JOIN,REQUIRES_DATED_NSE_RULE_JOIN,OHLCV_PUBLIC; BID_ASK_NOT_VERIFIED,UNDERLYING_UNRESOLVED,NO
