family_id,video_id,candidate_family_hint,cluster_confidence,data_source_primary,data_source_secondary,intraday_coverage,oi_availability,expiry_identity,historical_lot_size,quote_completeness,current_nifty_expiry,fii_dii_source,india_vix_source,global_gold_context,transaction_costs,feasibility_status,one_minute_path,rationale,backtest_allowed
EIG033,EZZzwpLpghM,debit_spread|iron_fly,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG034,GbmLdB95tv0,calendar|iron_fly|straddle|strangle,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG035,02Id0-s1upM,iron_fly|ratio_spread,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG036,5xz7X5QsFv8,iron_condor|iron_fly|straddle,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG036,9cetNfglyO4,iron_condor|iron_fly|straddle,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG037,OvaJumYancs,straddle|strangle,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG038,Yaf0-MQpciA,iron_fly|ratio_spread|straddle|strangle,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG039,9xXF9gIKQ-A,iron_fly|ratio_spread,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG040,3A8iiHtQs4I,unresolved,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,UNRESOLVED,NO_OR_NOT_VERIFIED,No stable canonical payoff-family requirement has yet been established.,NO
EIG041,Cw_vTBiogm0,credit_spread|iron_condor|ratio_spread|straddle,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG042,xI3lwE-U3sc,ratio_spread,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG043,6_W4UpFsehs,calendar|diagonal|iron_condor,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG044,aRjY_O6U3nQ,iron_condor|jade_lizard|ratio_spread|strangle,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG045,hAy3T7sE5qo,leaps|ratio_spread|straddle|strangle,REVIEW_REQUIRED,NSE contract/history + TradeMarkk where present,Rissin daily history where applicable,NOT_VERIFIED_FOR_LEAPS,NOT_VERIFIED,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,DATA_LIMITED,NO_OR_NOT_VERIFIED,Long-dated/LEAPS contract continuity is not yet verified from the cached 1-minute sources.,NO
EIG046,E9F9nCTyO-Q,straddle|strangle,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG047,8Wr_PWXnztY,covered_call,REVIEW_REQUIRED,NSE/historical + TradeMarkk repository stock-options area,Rissin index-options dataset,NOT_VERIFIED_FOR_STOCK_OPTION_RULES,NOT_VERIFIED,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,DATA_LIMITED,NO_OR_NOT_VERIFIED,The current verified 1-minute public sources are index-option focused; stock-option coverage must be proven before testing.,NO
EIG048,b-ZZIBhX7fI,iron_fly|ratio_spread|straddle|strangle,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG049,-7kAJqEtBS8,debit_spread,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG050,ktqzzUvoUFA,debit_spread,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG051,vluJW5DVDbg,straddle,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG052,ETiyK2Ybci8,credit_spread|ratio_spread|straddle,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG053,QgsC28PVPXo,calendar,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG054,sMZGbncoeKo,covered_call|leaps,REVIEW_REQUIRED,NSE/historical + TradeMarkk repository stock-options area,Rissin index-options dataset,NOT_VERIFIED_FOR_STOCK_OPTION_RULES,NOT_VERIFIED,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,DATA_LIMITED,NO_OR_NOT_VERIFIED,The current verified 1-minute public sources are index-option focused; stock-option coverage must be proven before testing.,NO
EIG055,5Dr2SL-MQxY,ratio_spread,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG056,mezwEBOn0bY,debit_spread|ratio_spread|strangle,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG057,851ZmXYon64,ratio_spread,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG058,Y0EbZhLin44,iron_fly|straddle,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG059,nEgtT3KQ1yg,covered_call,REVIEW_REQUIRED,NSE/historical + TradeMarkk repository stock-options area,Rissin index-options dataset,NOT_VERIFIED_FOR_STOCK_OPTION_RULES,NOT_VERIFIED,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,DATA_LIMITED,NO_OR_NOT_VERIFIED,The current verified 1-minute public sources are index-option focused; stock-option coverage must be proven before testing.,NO
EIG060,6HZUXkGns2A,iron_condor|iron_fly,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
EIG061,mgZ7FWdG3c8,unresolved,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,UNRESOLVED,NO_OR_NOT_VERIFIED,No stable canonical payoff-family requirement has yet been established.,NO
EIG062,boRpz56uI6o,debit_spread|iron_fly|leaps|ratio_spread,REVIEW_REQUIRED,NSE contract/history + TradeMarkk where present,Rissin daily history where applicable,NOT_VERIFIED_FOR_LEAPS,NOT_VERIFIED,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,DATA_LIMITED,NO_OR_NOT_VERIFIED,Long-dated/LEAPS contract continuity is not yet verified from the cached 1-minute sources.,NO
EIG063,3VaIprntqlA,credit_spread,REVIEW_REQUIRED,thetrademarkk/india-index-options-1m,rissin/nse-options-intraday,PRELIMINARY_1M_INDEX_OPTIONS,TRADEMARKK_SCHEMA_OI; RISSIN_INTRADAY_OI_UNAVAILABLE,REQUIRES_CONTRACT_LEVEL_JOIN,REQUIRES_HISTORICAL_CONTRACT_MASTER,REQUIRES_STRATEGY_SPECIFIC_COVERAGE_TEST,NSE_TUESDAY,NSE_DAILY_REPORT_AVAILABLE,NSE_HISTORICAL_VIX_AVAILABLE,PHASE31_INPUT_NOT_YET_CACHED,NSE_LEVIES_VERIFIED; PAYTM_TARIFF_LIVE_VERIFY_REQUIRED,PRELIMINARY_FEASIBLE,YES,Index-option 1-minute sources expose strike/expiry/OHLC; strategy-specific quote completeness and historical expiry/lot-size coverage still require validation.,NO
