family_id,video_id,candidate_family_hint,cluster_confidence,source_fidelity,trade_source_primary,trade_source_revision,independent_source,independent_source_revision,index_option_partition_present,independent_nifty_partition_present,ohlc_available,bid_ask_available,tradeMarkk_intraday_oi,rissin_intraday_oi,expiry_identity,current_nifty_expiry,historical_lot_size_status,execution_price_model,india_vix,fii_dii,global_context,corporate_actions,feasibility_status,readiness_blocker,rationale,backtest_allowed
EIG001,gLWimSHdH9Y,iron_fly|ratio_spread,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG026,jpetJcmqBiI,credit_spread|debit_spread|iron_fly|ratio_spread|straddle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG027,7t6y29xJRMg,iron_fly|straddle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG028,pnQ9zzOTrxA,iron_fly,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG029,BaGDEK0Moik,iron_fly|ratio_spread,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG030,sNFT-l6c54k,leaps|straddle|strangle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,LONG_DATED_CONTINUITY_NOT_VERIFIED,Long-dated/LEAPS continuity and contract lifecycle coverage are not proven by the pinned 1-minute readiness sources.,NO
EIG031,Hk55IhMoYAQ,calendar|leaps|straddle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,LONG_DATED_CONTINUITY_NOT_VERIFIED,Long-dated/LEAPS continuity and contract lifecycle coverage are not proven by the pinned 1-minute readiness sources.,NO
EIG032,0a5xwwkChd4,leaps|ratio_spread,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,LONG_DATED_CONTINUITY_NOT_VERIFIED,Long-dated/LEAPS continuity and contract lifecycle coverage are not proven by the pinned 1-minute readiness sources.,NO
EIG033,EZZzwpLpghM,debit_spread|iron_fly,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG034,GbmLdB95tv0,calendar|iron_fly|straddle|strangle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG035,02Id0-s1upM,iron_fly|ratio_spread,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG036,5xz7X5QsFv8,iron_condor|iron_fly|straddle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG036,9cetNfglyO4,iron_condor|iron_fly|straddle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG037,OvaJumYancs,straddle|strangle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG038,Yaf0-MQpciA,iron_fly|ratio_spread|straddle|strangle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG039,9xXF9gIKQ-A,iron_fly|ratio_spread,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG040,3A8iiHtQs4I,unresolved,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,UNRESOLVED,SOURCE_RULE_UNRESOLVED,No stable canonical payoff-family requirement has yet been established.,NO
EIG041,Cw_vTBiogm0,credit_spread|iron_condor|ratio_spread|straddle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG042,xI3lwE-U3sc,ratio_spread,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG043,6_W4UpFsehs,calendar|diagonal|iron_condor,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG044,aRjY_O6U3nQ,iron_condor|jade_lizard|ratio_spread|strangle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG045,hAy3T7sE5qo,leaps|ratio_spread|straddle|strangle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,LONG_DATED_CONTINUITY_NOT_VERIFIED,Long-dated/LEAPS continuity and contract lifecycle coverage are not proven by the pinned 1-minute readiness sources.,NO
EIG046,E9F9nCTyO-Q,straddle|strangle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG047,8Wr_PWXnztY,covered_call,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,STOCK_OPTIONS_NOT_VERIFIED_AT_PIN,The pinned Phase 29 index-option source has not verified stock-option contract coverage for this rule.,NO
EIG048,b-ZZIBhX7fI,iron_fly|ratio_spread|straddle|strangle,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG049,-7kAJqEtBS8,debit_spread,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
EIG050,ktqzzUvoUFA,debit_spread,REVIEW_REQUIRED,UNRESOLVED,thetrademarkk/india-index-options-1m,51ca58c,rissin/nse-options-intraday,78b1c5468255d18cf492984bfe6fe4e3ac874d7c,NO,NO,YES,NO_VERIFIED_PUBLIC_SOURCE,YES,NO_DOCUMENTED_FOR_UPSTOX,REQUIRES_CONTRACT_LEVEL_JOIN,TUESDAY (previous trading day if Tuesday is a trading holiday),PARTIALLY_OFFICIAL_MILESTONES_ONLY,NEXT_AVAILABLE_1M_OPEN_PLUS_EXPLICIT_SLIPPAGE; NO_BID_ASK_INFERENCE,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,AVAILABLE; JOIN LATER WITH INFORMATION BARRIER,DEFERRED_TO_PHASE31,STRATEGY_DEPENDENT; NOT_A_CURRENT_BLOCKER_FOR_INDEX_OPTIONS,DATA_LIMITED,INDEX_1M_PARTITION_MISSING,At least one pinned independent index-option partition is unavailable.,NO
