day,window,multiplier,friction,status,signal,strike,type
2022-12-06,15,0.5,base,NO_SIGNAL,,,
2022-12-16,15,0.5,base,NO_SIGNAL,,,
2023-01-11,15,0.5,base,NO_SIGNAL,,,
2023-01-19,15,0.5,base,NO_SIGNAL,,,
2023-01-30,15,0.5,base,NO_SIGNAL,,,
2023-01-31,15,0.5,base,NO_SIGNAL,,,
2023-02-02,15,0.5,base,NO_SIGNAL,,,
2023-02-09,15,0.5,base,NO_SIGNAL,,,
2023-02-10,15,0.5,base,NO_SIGNAL,,,
2023-02-16,15,0.5,base,NO_SIGNAL,,,
2023-02-23,15,0.5,base,NO_SIGNAL,,,
2023-03-06,15,0.5,base,NO_SIGNAL,,,
2023-04-03,15,0.5,base,NO_SIGNAL,,,
2023-04-17,15,0.5,base,NO_SIGNAL,,,
2023-04-20,15,0.5,base,NO_SIGNAL,,,
2023-05-02,15,0.5,base,NO_SIGNAL,,,
2023-05-03,15,0.5,base,NO_SIGNAL,,,
2023-05-11,15,0.5,base,NO_SIGNAL,,,
2023-05-29,15,0.5,base,NO_SIGNAL,,,
2023-05-30,15,0.5,base,NO_SIGNAL,,,
2023-06-01,15,0.5,base,NO_SIGNAL,,,
2023-06-05,15,0.5,base,NO_SIGNAL,,,
2023-06-12,15,0.5,base,NO_SIGNAL,,,
2023-06-14,15,0.5,base,NO_SIGNAL,,,
2023-06-21,15,0.5,base,NO_SIGNAL,,,
2023-06-23,15,0.5,base,NO_SIGNAL,,,
2023-06-26,15,0.5,base,NO_SIGNAL,,,
2023-07-05,15,0.5,base,NO_SIGNAL,,,
2023-07-14,15,0.5,base,NO_SIGNAL,,,
2023-07-28,15,0.5,base,NO_SIGNAL,,,
2023-08-22,15,0.5,base,NO_SIGNAL,,,
2023-08-23,15,0.5,base,NO_SIGNAL,,,
2023-08-25,15,0.5,base,NO_SIGNAL,,,
2023-08-29,15,0.5,base,NO_SIGNAL,,,
2023-09-05,15,0.5,base,NO_SIGNAL,,,
2023-09-25,15,0.5,base,NO_SIGNAL,,,
2023-10-03,15,0.5,base,NO_SIGNAL,,,
2023-10-04,15,0.5,base,NO_SIGNAL,,,
2023-10-09,15,0.5,base,NO_SIGNAL,,,
2023-10-20,15,0.5,base,NO_SIGNAL,,,
2023-11-07,15,0.5,base,NO_SIGNAL,,,
2023-11-08,15,0.5,base,NO_SIGNAL,,,
2023-11-09,15,0.5,base,NO_SIGNAL,,,
2023-11-12,15,0.5,base,INSUFFICIENT_OR,,,
2023-11-13,15,0.5,base,NO_SIGNAL,,,
2023-11-15,15,0.5,base,NO_SIGNAL,,,
2023-11-17,15,0.5,base,NO_SIGNAL,,,
2023-12-05,15,0.5,base,NO_SIGNAL,,,
2023-12-07,15,0.5,base,NO_SIGNAL,,,
2023-12-11,15,0.5,base,NO_SIGNAL,,,
2023-12-18,15,0.5,base,NO_SIGNAL,,,
2023-12-29,15,0.5,base,NO_SIGNAL,,,
2024-01-17,15,0.5,base,NO_SIGNAL,,,
2024-01-19,15,0.5,base,NO_SIGNAL,,,
2024-02-09,15,0.5,base,NO_SIGNAL,,,
2024-02-23,15,0.5,base,NO_SIGNAL,,,
2024-03-02,15,0.5,base,NO_SIGNAL,,,
2024-03-04,15,0.5,base,NO_SIGNAL,,,
2024-03-26,15,0.5,base,NO_SIGNAL,,,
2024-04-01,15,0.5,base,NO_SIGNAL,,,
2024-04-02,15,0.5,base,NO_SIGNAL,,,
2024-04-05,15,0.5,base,NO_SIGNAL,,,
2024-04-16,15,0.5,base,NO_SIGNAL,,,
2024-04-22,15,0.5,base,NO_SIGNAL,,,
2024-04-23,15,0.5,base,NO_SIGNAL,,,
2024-05-18,15,0.5,base,MISSING_OPTION,2024-05-18 09:54:00,22500.0,PE
2024-05-24,15,0.5,base,NO_SIGNAL,,,
2024-06-03,15,0.5,base,NO_SIGNAL,,,
2024-06-14,15,0.5,base,NO_SIGNAL,,,
2024-06-18,15,0.5,base,NO_SIGNAL,,,
2024-06-20,15,0.5,base,NO_SIGNAL,,,
2024-07-03,15,0.5,base,NO_SIGNAL,,,
2024-07-16,15,0.5,base,NO_SIGNAL,,,
2024-08-09,15,0.5,base,NO_SIGNAL,,,
2024-08-14,15,0.5,base,NO_SIGNAL,,,
2024-08-22,15,0.5,base,NO_SIGNAL,,,
2024-08-23,15,0.5,base,NO_SIGNAL,,,
2024-09-03,15,0.5,base,NO_SIGNAL,,,
2024-09-13,15,0.5,base,NO_SIGNAL,,,
2024-10-01,15,0.5,base,NO_SIGNAL,,,
2024-10-11,15,0.5,base,NO_SIGNAL,,,
2024-11-01,15,0.5,base,INSUFFICIENT_OR,,,
2024-11-08,15,0.5,base,NO_SIGNAL,,,
2024-11-21,15,0.5,base,NO_SIGNAL,,,
2024-12-09,15,0.5,base,NO_SIGNAL,,,
2024-12-19,15,0.5,base,NO_SIGNAL,,,
2025-02-03,15,0.5,base,NO_SIGNAL,,,
2025-03-17,15,0.5,base,NO_SIGNAL,,,
2025-03-27,15,0.5,base,NO_SIGNAL,,,
2025-04-03,15,0.5,base,NO_SIGNAL,,,
2025-04-07,15,0.5,base,NO_SIGNAL,,,
2025-04-09,15,0.5,base,NO_SIGNAL,,,
2025-04-15,15,0.5,base,NO_SIGNAL,,,
2025-04-22,15,0.5,base,NO_SIGNAL,,,
2025-05-07,15,0.5,base,NO_SIGNAL,,,
2025-05-09,15,0.5,base,NO_SIGNAL,,,
2025-05-14,15,0.5,base,NO_SIGNAL,,,
2025-05-16,15,0.5,base,NO_SIGNAL,,,
2025-05-26,15,0.5,base,NO_SIGNAL,,,
2025-05-27,15,0.5,base,NO_SIGNAL,,,
2025-05-28,15,0.5,base,NO_SIGNAL,,,
2025-06-02,15,0.5,base,NO_SIGNAL,,,
2025-06-09,15,0.5,base,NO_SIGNAL,,,
2025-06-10,15,0.5,base,NO_SIGNAL,,,
2025-06-17,15,0.5,base,NO_SIGNAL,,,
2025-06-18,15,0.5,base,NO_SIGNAL,,,
2025-06-19,15,0.5,base,NO_SIGNAL,,,
2025-06-27,15,0.5,base,NO_SIGNAL,,,
2025-07-01,15,0.5,base,NO_SIGNAL,,,
2025-07-03,15,0.5,base,NO_SIGNAL,,,
2025-07-07,15,0.5,base,NO_SIGNAL,,,
2025-07-16,15,0.5,base,NO_SIGNAL,,,
2025-07-21,15,0.5,base,NO_SIGNAL,,,
2025-08-14,15,0.5,base,NO_SIGNAL,,,
2025-08-21,15,0.5,base,NO_SIGNAL,,,
2025-08-28,15,0.5,base,NO_SIGNAL,,,
2025-09-11,15,0.5,base,NO_SIGNAL,,,
2025-09-17,15,0.5,base,NO_SIGNAL,,,
2025-09-24,15,0.5,base,NO_SIGNAL,,,
2025-09-26,15,0.5,base,MISSING_OPTION,2025-09-26 11:32:00,24750.0,PE
2025-10-13,15,0.5,base,NO_SIGNAL,,,
2025-10-15,15,0.5,base,MISSING_OPTION,2025-10-15 10:54:00,25300.0,CE
2025-10-16,15,0.5,base,MISSING_OPTION,2025-10-16 10:32:00,25450.0,CE
2025-10-17,15,0.5,base,MISSING_OPTION,2025-10-17 10:09:00,25650.0,CE
2025-10-20,15,0.5,base,NO_SIGNAL,,,
2025-10-21,15,0.5,base,INSUFFICIENT_OR,,,
2025-11-21,15,0.5,base,NO_SIGNAL,,,
2025-11-28,15,0.5,base,NO_SIGNAL,,,
2025-12-15,15,0.5,base,NO_SIGNAL,,,
2025-12-24,15,0.5,base,NO_SIGNAL,,,
2025-12-30,15,0.5,base,NO_SIGNAL,,,
2026-01-06,15,0.5,base,NO_SIGNAL,,,
2026-01-14,15,0.5,base,NO_SIGNAL,,,
2026-01-19,15,0.5,base,NO_SIGNAL,,,
2026-01-27,15,0.5,base,NO_SIGNAL,,,
2026-01-28,15,0.5,base,NO_SIGNAL,,,
2026-02-03,15,0.5,base,NO_SIGNAL,,,
2026-02-04,15,0.5,base,NO_SIGNAL,,,
2026-02-09,15,0.5,base,NO_SIGNAL,,,
2026-02-23,15,0.5,base,NO_SIGNAL,,,
2026-03-02,15,0.5,base,NO_SIGNAL,,,
2026-03-09,15,0.5,base,NO_SIGNAL,,,
2026-03-10,15,0.5,base,NO_SIGNAL,,,
2026-03-20,15,0.5,base,NO_SIGNAL,,,
2026-04-15,15,0.5,base,NO_SIGNAL,,,
2026-04-20,15,0.5,base,NO_SIGNAL,,,
2026-04-28,15,0.5,base,NO_SIGNAL,,,
2026-05-07,15,0.5,base,NO_SIGNAL,,,
2026-05-08,15,0.5,base,NO_SIGNAL,,,
2026-05-15,15,0.5,base,NO_SIGNAL,,,
2026-05-27,15,0.5,base,NO_SIGNAL,,,
2026-06-03,15,0.5,base,INSUFFICIENT_OR,,,
2026-06-04,15,0.5,base,MISSING_OPTION,2026-06-04 09:57:00,23450.0,CE
2026-06-05,15,0.5,base,MISSING_OPTION,2026-06-05 10:36:00,23400.0,PE
2026-06-08,15,0.5,base,MISSING_OPTION,2026-06-08 09:59:00,23200.0,CE
2026-06-09,15,0.5,base,MISSING_OPTION,2026-06-09 10:03:00,23150.0,PE
2026-06-10,15,0.5,base,MISSING_OPTION,2026-06-10 13:04:00,23400.0,CE
2026-06-11,15,0.5,base,MISSING_OPTION,2026-06-11 10:20:00,23400.0,CE
2026-06-12,15,0.5,base,MISSING_OPTION,2026-06-12 09:43:00,23350.0,PE
2026-06-16,15,0.5,base,MISSING_OPTION,2026-06-16 10:37:00,23950.0,CE
2026-06-17,15,0.5,base,MISSING_OPTION,2026-06-17 10:37:00,24300.0,CE
2026-06-22,15,0.5,base,NO_SIGNAL,,,
2026-06-30,15,0.5,base,NO_SIGNAL,,,
2021-07-02,15,0.5,stress,NO_SIGNAL,,,
2021-07-13,15,0.5,stress,NO_SIGNAL,,,
2021-07-19,15,0.5,stress,NO_SIGNAL,,,
2021-07-26,15,0.5,stress,NO_SIGNAL,,,
2021-08-02,15,0.5,stress,NO_SIGNAL,,,
2021-08-04,15,0.5,stress,NO_SIGNAL,,,
2021-08-17,15,0.5,stress,NO_SIGNAL,,,
2021-08-20,15,0.5,stress,NO_SIGNAL,,,
2021-09-09,15,0.5,stress,NO_SIGNAL,,,
2021-09-13,15,0.5,stress,NO_SIGNAL,,,
2021-09-22,15,0.5,stress,NO_SIGNAL,,,
2021-10-01,15,0.5,stress,NO_SIGNAL,,,
2021-10-12,15,0.5,stress,NO_SIGNAL,,,
2021-10-18,15,0.5,stress,NO_SIGNAL,,,
2021-10-25,15,0.5,stress,NO_SIGNAL,,,
2021-10-26,15,0.5,stress,NO_SIGNAL,,,
2021-10-29,15,0.5,stress,NO_SIGNAL,,,
2021-11-04,15,0.5,stress,INSUFFICIENT_OR,,,
2021-11-08,15,0.5,stress,NO_SIGNAL,,,
2021-11-29,15,0.5,stress,NO_SIGNAL,,,
2021-12-01,15,0.5,stress,NO_SIGNAL,,,
2021-12-09,15,0.5,stress,NO_SIGNAL,,,
2021-12-10,15,0.5,stress,NO_SIGNAL,,,
2021-12-29,15,0.5,stress,NO_SIGNAL,,,
2022-01-11,15,0.5,stress,NO_SIGNAL,,,
2022-01-17,15,0.5,stress,NO_SIGNAL,,,
2022-02-04,15,0.5,stress,NO_SIGNAL,,,
2022-02-14,15,0.5,stress,NO_SIGNAL,,,
2022-02-16,15,0.5,stress,NO_SIGNAL,,,
2022-03-11,15,0.5,stress,NO_SIGNAL,,,
2022-03-29,15,0.5,stress,NO_SIGNAL,,,
2022-04-06,15,0.5,stress,NO_SIGNAL,,,
2022-04-11,15,0.5,stress,NO_SIGNAL,,,
2022-04-25,15,0.5,stress,NO_SIGNAL,,,
2022-05-06,15,0.5,stress,NO_SIGNAL,,,
2022-05-10,15,0.5,stress,NO_SIGNAL,,,
2022-05-16,15,0.5,stress,NO_SIGNAL,,,
2022-06-06,15,0.5,stress,NO_SIGNAL,,,
2022-06-15,15,0.5,stress,NO_SIGNAL,,,
2022-06-17,15,0.5,stress,NO_SIGNAL,,,
2022-06-24,15,0.5,stress,NO_SIGNAL,,,
2022-06-30,15,0.5,stress,NO_SIGNAL,,,
2022-07-04,15,0.5,stress,NO_SIGNAL,,,
2022-07-07,15,0.5,stress,NO_SIGNAL,,,
2022-07-08,15,0.5,stress,NO_SIGNAL,,,
2022-07-20,15,0.5,stress,NO_SIGNAL,,,
2022-08-05,15,0.5,stress,NO_SIGNAL,,,
2022-08-10,15,0.5,stress,NO_SIGNAL,,,
2022-10-04,15,0.5,stress,NO_SIGNAL,,,
2022-10-24,15,0.5,stress,INSUFFICIENT_OR,,,
2022-11-04,15,0.5,stress,NO_SIGNAL,,,
2022-11-14,15,0.5,stress,NO_SIGNAL,,,
2022-11-16,15,0.5,stress,NO_SIGNAL,,,
2022-11-17,15,0.5,stress,NO_SIGNAL,,,
2022-11-21,15,0.5,stress,NO_SIGNAL,,,
2022-11-25,15,0.5,stress,NO_SIGNAL,,,
2022-12-06,15,0.5,stress,NO_SIGNAL,,,
2022-12-16,15,0.5,stress,NO_SIGNAL,,,
2023-01-11,15,0.5,stress,NO_SIGNAL,,,
2023-01-19,15,0.5,stress,NO_SIGNAL,,,
2023-01-30,15,0.5,stress,NO_SIGNAL,,,
2023-01-31,15,0.5,stress,NO_SIGNAL,,,
2023-02-02,15,0.5,stress,NO_SIGNAL,,,
2023-02-09,15,0.5,stress,NO_SIGNAL,,,
2023-02-10,15,0.5,stress,NO_SIGNAL,,,
2023-02-16,15,0.5,stress,NO_SIGNAL,,,
2023-02-23,15,0.5,stress,NO_SIGNAL,,,
2023-03-06,15,0.5,stress,NO_SIGNAL,,,
2023-04-03,15,0.5,stress,NO_SIGNAL,,,
2023-04-17,15,0.5,stress,NO_SIGNAL,,,
2023-04-20,15,0.5,stress,NO_SIGNAL,,,
2023-05-02,15,0.5,stress,NO_SIGNAL,,,
2023-05-03,15,0.5,stress,NO_SIGNAL,,,
2023-05-11,15,0.5,stress,NO_SIGNAL,,,
2023-05-29,15,0.5,stress,NO_SIGNAL,,,
2023-05-30,15,0.5,stress,NO_SIGNAL,,,
2023-06-01,15,0.5,stress,NO_SIGNAL,,,
2023-06-05,15,0.5,stress,NO_SIGNAL,,,
2023-06-12,15,0.5,stress,NO_SIGNAL,,,
2023-06-14,15,0.5,stress,NO_SIGNAL,,,
2023-06-21,15,0.5,stress,NO_SIGNAL,,,
2023-06-23,15,0.5,stress,NO_SIGNAL,,,
2023-06-26,15,0.5,stress,NO_SIGNAL,,,
2023-07-05,15,0.5,stress,NO_SIGNAL,,,
2023-07-14,15,0.5,stress,NO_SIGNAL,,,
2023-07-28,15,0.5,stress,NO_SIGNAL,,,
2023-08-22,15,0.5,stress,NO_SIGNAL,,,
2023-08-23,15,0.5,stress,NO_SIGNAL,,,
2023-08-25,15,0.5,stress,NO_SIGNAL,,,
2023-08-29,15,0.5,stress,NO_SIGNAL,,,
2023-09-05,15,0.5,stress,NO_SIGNAL,,,
2023-09-25,15,0.5,stress,NO_SIGNAL,,,
2023-10-03,15,0.5,stress,NO_SIGNAL,,,
2023-10-04,15,0.5,stress,NO_SIGNAL,,,
2023-10-09,15,0.5,stress,NO_SIGNAL,,,
2023-10-20,15,0.5,stress,NO_SIGNAL,,,
2023-11-07,15,0.5,stress,NO_SIGNAL,,,
2023-11-08,15,0.5,stress,NO_SIGNAL,,,
2023-11-09,15,0.5,stress,NO_SIGNAL,,,
2023-11-12,15,0.5,stress,INSUFFICIENT_OR,,,
2023-11-13,15,0.5,stress,NO_SIGNAL,,,
2023-11-15,15,0.5,stress,NO_SIGNAL,,,
2023-11-17,15,0.5,stress,NO_SIGNAL,,,
2023-12-05,15,0.5,stress,NO_SIGNAL,,,
2023-12-07,15,0.5,stress,NO_SIGNAL,,,
2023-12-11,15,0.5,stress,NO_SIGNAL,,,
2023-12-18,15,0.5,stress,NO_SIGNAL,,,
2023-12-29,15,0.5,stress,NO_SIGNAL,,,
2024-01-17,15,0.5,stress,NO_SIGNAL,,,
2024-01-19,15,0.5,stress,NO_SIGNAL,,,
2024-02-09,15,0.5,stress,NO_SIGNAL,,,
2024-02-23,15,0.5,stress,NO_SIGNAL,,,
2024-03-02,15,0.5,stress,NO_SIGNAL,,,
2024-03-04,15,0.5,stress,NO_SIGNAL,,,
2024-03-26,15,0.5,stress,NO_SIGNAL,,,
2024-04-01,15,0.5,stress,NO_SIGNAL,,,
2024-04-02,15,0.5,stress,NO_SIGNAL,,,
2024-04-05,15,0.5,stress,NO_SIGNAL,,,
2024-04-16,15,0.5,stress,NO_SIGNAL,,,
2024-04-22,15,0.5,stress,NO_SIGNAL,,,
2024-04-23,15,0.5,stress,NO_SIGNAL,,,
2024-05-18,15,0.5,stress,MISSING_OPTION,2024-05-18 09:54:00,22500.0,PE
2024-05-24,15,0.5,stress,NO_SIGNAL,,,
2024-06-03,15,0.5,stress,NO_SIGNAL,,,
2024-06-14,15,0.5,stress,NO_SIGNAL,,,
2024-06-18,15,0.5,stress,NO_SIGNAL,,,
2024-06-20,15,0.5,stress,NO_SIGNAL,,,
2024-07-03,15,0.5,stress,NO_SIGNAL,,,
2024-07-16,15,0.5,stress,NO_SIGNAL,,,
2024-08-09,15,0.5,stress,NO_SIGNAL,,,
2024-08-14,15,0.5,stress,NO_SIGNAL,,,
2024-08-22,15,0.5,stress,NO_SIGNAL,,,
2024-08-23,15,0.5,stress,NO_SIGNAL,,,
2024-09-03,15,0.5,stress,NO_SIGNAL,,,
2024-09-13,15,0.5,stress,NO_SIGNAL,,,
2024-10-01,15,0.5,stress,NO_SIGNAL,,,
2024-10-11,15,0.5,stress,NO_SIGNAL,,,
2024-11-01,15,0.5,stress,INSUFFICIENT_OR,,,
2024-11-08,15,0.5,stress,NO_SIGNAL,,,
2024-11-21,15,0.5,stress,NO_SIGNAL,,,
2024-12-09,15,0.5,stress,NO_SIGNAL,,,
2024-12-19,15,0.5,stress,NO_SIGNAL,,,
2025-02-03,15,0.5,stress,NO_SIGNAL,,,
2025-03-17,15,0.5,stress,NO_SIGNAL,,,
2025-03-27,15,0.5,stress,NO_SIGNAL,,,
2025-04-03,15,0.5,stress,NO_SIGNAL,,,
2025-04-07,15,0.5,stress,NO_SIGNAL,,,
2025-04-09,15,0.5,stress,NO_SIGNAL,,,
2025-04-15,15,0.5,stress,NO_SIGNAL,,,
2025-04-22,15,0.5,stress,NO_SIGNAL,,,
2025-05-07,15,0.5,stress,NO_SIGNAL,,,
2025-05-09,15,0.5,stress,NO_SIGNAL,,,
2025-05-14,15,0.5,stress,NO_SIGNAL,,,
2025-05-16,15,0.5,stress,NO_SIGNAL,,,
2025-05-26,15,0.5,stress,NO_SIGNAL,,,
2025-05-27,15,0.5,stress,NO_SIGNAL,,,
2025-05-28,15,0.5,stress,NO_SIGNAL,,,
2025-06-02,15,0.5,stress,NO_SIGNAL,,,
2025-06-09,15,0.5,stress,NO_SIGNAL,,,
2025-06-10,15,0.5,stress,NO_SIGNAL,,,
2025-06-17,15,0.5,stress,NO_SIGNAL,,,
2025-06-18,15,0.5,stress,NO_SIGNAL,,,
2025-06-19,15,0.5,stress,NO_SIGNAL,,,
2025-06-27,15,0.5,stress,NO_SIGNAL,,,
2025-07-01,15,0.5,stress,NO_SIGNAL,,,
2025-07-03,15,0.5,stress,NO_SIGNAL,,,
2025-07-07,15,0.5,stress,NO_SIGNAL,,,
2025-07-16,15,0.5,stress,NO_SIGNAL,,,
2025-07-21,15,0.5,stress,NO_SIGNAL,,,
2025-08-14,15,0.5,stress,NO_SIGNAL,,,
2025-08-21,15,0.5,stress,NO_SIGNAL,,,
2025-08-28,15,0.5,stress,NO_SIGNAL,,,
2025-09-11,15,0.5,stress,NO_SIGNAL,,,
2025-09-17,15,0.5,stress,NO_SIGNAL,,,
2025-09-24,15,0.5,stress,NO_SIGNAL,,,
2025-09-26,15,0.5,stress,MISSING_OPTION,2025-09-26 11:32:00,24750.0,PE
2025-10-13,15,0.5,stress,NO_SIGNAL,,,
2025-10-15,15,0.5,stress,MISSING_OPTION,2025-10-15 10:54:00,25300.0,CE
2025-10-16,15,0.5,stress,MISSING_OPTION,2025-10-16 10:32:00,25450.0,CE
2025-10-17,15,0.5,stress,MISSING_OPTION,2025-10-17 10:09:00,25650.0,CE
2025-10-20,15,0.5,stress,NO_SIGNAL,,,
2025-10-21,15,0.5,stress,INSUFFICIENT_OR,,,
2025-11-21,15,0.5,stress,NO_SIGNAL,,,
2025-11-28,15,0.5,stress,NO_SIGNAL,,,
2025-12-15,15,0.5,stress,NO_SIGNAL,,,
2025-12-24,15,0.5,stress,NO_SIGNAL,,,
2025-12-30,15,0.5,stress,NO_SIGNAL,,,
2026-01-06,15,0.5,stress,NO_SIGNAL,,,
2026-01-14,15,0.5,stress,NO_SIGNAL,,,
2026-01-19,15,0.5,stress,NO_SIGNAL,,,
2026-01-27,15,0.5,stress,NO_SIGNAL,,,
2026-01-28,15,0.5,stress,NO_SIGNAL,,,
2026-02-03,15,0.5,stress,NO_SIGNAL,,,
2026-02-04,15,0.5,stress,NO_SIGNAL,,,
2026-02-09,15,0.5,stress,NO_SIGNAL,,,
2026-02-23,15,0.5,stress,NO_SIGNAL,,,
2026-03-02,15,0.5,stress,NO_SIGNAL,,,
2026-03-09,15,0.5,stress,NO_SIGNAL,,,
2026-03-10,15,0.5,stress,NO_SIGNAL,,,
2026-03-20,15,0.5,stress,NO_SIGNAL,,,
2026-04-15,15,0.5,stress,NO_SIGNAL,,,
2026-04-20,15,0.5,stress,NO_SIGNAL,,,
2026-04-28,15,0.5,stress,NO_SIGNAL,,,
2026-05-07,15,0.5,stress,NO_SIGNAL,,,
2026-05-08,15,0.5,stress,NO_SIGNAL,,,
2026-05-15,15,0.5,stress,NO_SIGNAL,,,
2026-05-27,15,0.5,stress,NO_SIGNAL,,,
2026-06-03,15,0.5,stress,INSUFFICIENT_OR,,,
2026-06-04,15,0.5,stress,MISSING_OPTION,2026-06-04 09:57:00,23450.0,CE
2026-06-05,15,0.5,stress,MISSING_OPTION,2026-06-05 10:36:00,23400.0,PE
2026-06-08,15,0.5,stress,MISSING_OPTION,2026-06-08 09:59:00,23200.0,CE
2026-06-09,15,0.5,stress,MISSING_OPTION,2026-06-09 10:03:00,23150.0,PE
2026-06-10,15,0.5,stress,MISSING_OPTION,2026-06-10 13:04:00,23400.0,CE
2026-06-11,15,0.5,stress,MISSING_OPTION,2026-06-11 10:20:00,23400.0,CE
2026-06-12,15,0.5,stress,MISSING_OPTION,2026-06-12 09:43:00,23350.0,PE
2026-06-16,15,0.5,stress,MISSING_OPTION,2026-06-16 10:37:00,23950.0,CE
2026-06-17,15,0.5,stress,MISSING_OPTION,2026-06-17 10:37:00,24300.0,CE
2026-06-22,15,0.5,stress,NO_SIGNAL,,,
2026-06-30,15,0.5,stress,NO_SIGNAL,,,
2021-07-01,15,1.0,base,NO_SIGNAL,,,
2021-07-02,15,1.0,base,NO_SIGNAL,,,
2021-07-05,15,1.0,base,NO_SIGNAL,,,
2021-07-06,15,1.0,base,NO_SIGNAL,,,
2021-07-07,15,1.0,base,NO_SIGNAL,,,
2021-07-09,15,1.0,base,NO_SIGNAL,,,
2021-07-13,15,1.0,base,NO_SIGNAL,,,
2021-07-19,15,1.0,base,NO_SIGNAL,,,
2021-07-26,15,1.0,base,NO_SIGNAL,,,
2021-07-29,15,1.0,base,NO_SIGNAL,,,
2021-08-02,15,1.0,base,NO_SIGNAL,,,
2021-08-04,15,1.0,base,NO_SIGNAL,,,
2021-08-05,15,1.0,base,NO_SIGNAL,,,
2021-08-06,15,1.0,base,NO_SIGNAL,,,
2021-08-10,15,1.0,base,NO_SIGNAL,,,
2021-08-12,15,1.0,base,NO_SIGNAL,,,
2021-08-16,15,1.0,base,NO_SIGNAL,,,
2021-08-17,15,1.0,base,NO_SIGNAL,,,
2021-08-20,15,1.0,base,NO_SIGNAL,,,
2021-08-24,15,1.0,base,NO_SIGNAL,,,
2021-08-25,15,1.0,base,NO_SIGNAL,,,
2021-08-26,15,1.0,base,NO_SIGNAL,,,
2021-08-27,15,1.0,base,NO_SIGNAL,,,
2021-09-03,15,1.0,base,NO_SIGNAL,,,
2021-09-06,15,1.0,base,NO_SIGNAL,,,
2021-09-07,15,1.0,base,NO_SIGNAL,,,
2021-09-09,15,1.0,base,NO_SIGNAL,,,
2021-09-13,15,1.0,base,NO_SIGNAL,,,
2021-09-14,15,1.0,base,NO_SIGNAL,,,
2021-09-21,15,1.0,base,NO_SIGNAL,,,
2021-09-22,15,1.0,base,NO_SIGNAL,,,
2021-09-30,15,1.0,base,NO_SIGNAL,,,
2021-10-01,15,1.0,base,NO_SIGNAL,,,
2021-10-07,15,1.0,base,NO_SIGNAL,,,
2021-10-12,15,1.0,base,NO_SIGNAL,,,
2021-10-18,15,1.0,base,NO_SIGNAL,,,
2021-10-20,15,1.0,base,NO_SIGNAL,,,
2021-10-25,15,1.0,base,NO_SIGNAL,,,
2021-10-26,15,1.0,base,NO_SIGNAL,,,
2021-10-27,15,1.0,base,NO_SIGNAL,,,
2021-10-29,15,1.0,base,NO_SIGNAL,,,
2021-11-01,15,1.0,base,NO_SIGNAL,,,
2021-11-04,15,1.0,base,INSUFFICIENT_OR,,,
2021-11-08,15,1.0,base,NO_SIGNAL,,,
2021-11-15,15,1.0,base,NO_SIGNAL,,,
2021-11-17,15,1.0,base,NO_SIGNAL,,,
2021-11-24,15,1.0,base,NO_SIGNAL,,,
2021-11-29,15,1.0,base,NO_SIGNAL,,,
2021-11-30,15,1.0,base,NO_SIGNAL,,,
2021-12-01,15,1.0,base,NO_SIGNAL,,,
2021-12-09,15,1.0,base,NO_SIGNAL,,,
2021-12-10,15,1.0,base,NO_SIGNAL,,,
2021-12-14,15,1.0,base,NO_SIGNAL,,,
2021-12-15,15,1.0,base,NO_SIGNAL,,,
2021-12-21,15,1.0,base,NO_SIGNAL,,,
2021-12-22,15,1.0,base,NO_SIGNAL,,,
2021-12-29,15,1.0,base,NO_SIGNAL,,,
2021-12-30,15,1.0,base,NO_SIGNAL,,,
2022-01-06,15,1.0,base,NO_SIGNAL,,,
2022-01-10,15,1.0,base,NO_SIGNAL,,,
2022-01-11,15,1.0,base,NO_SIGNAL,,,
2022-01-13,15,1.0,base,NO_SIGNAL,,,
2022-01-17,15,1.0,base,NO_SIGNAL,,,
2022-01-21,15,1.0,base,NO_SIGNAL,,,
2022-01-27,15,1.0,base,NO_SIGNAL,,,
2022-02-02,15,1.0,base,NO_SIGNAL,,,
2022-02-04,15,1.0,base,NO_SIGNAL,,,
2022-02-09,15,1.0,base,NO_SIGNAL,,,
2022-02-11,15,1.0,base,NO_SIGNAL,,,
2022-02-14,15,1.0,base,NO_SIGNAL,,,
2022-02-16,15,1.0,base,NO_SIGNAL,,,
2022-02-21,15,1.0,base,NO_SIGNAL,,,
2022-03-02,15,1.0,base,NO_SIGNAL,,,
2022-03-10,15,1.0,base,NO_SIGNAL,,,
2022-03-11,15,1.0,base,NO_SIGNAL,,,
2022-03-16,15,1.0,base,NO_SIGNAL,,,
2022-03-24,15,1.0,base,NO_SIGNAL,,,
2022-03-25,15,1.0,base,NO_SIGNAL,,,
2022-03-28,15,1.0,base,NO_SIGNAL,,,
2022-03-29,15,1.0,base,NO_SIGNAL,,,
2022-03-30,15,1.0,base,NO_SIGNAL,,,
2022-03-31,15,1.0,base,NO_SIGNAL,,,
2022-04-05,15,1.0,base,NO_SIGNAL,,,
2022-04-06,15,1.0,base,NO_SIGNAL,,,
2022-04-11,15,1.0,base,NO_SIGNAL,,,
2022-04-20,15,1.0,base,NO_SIGNAL,,,
2022-04-25,15,1.0,base,NO_SIGNAL,,,
2022-04-26,15,1.0,base,NO_SIGNAL,,,
2022-05-02,15,1.0,base,NO_SIGNAL,,,
2022-05-06,15,1.0,base,NO_SIGNAL,,,
